㡠|zheng4|3
㡡|chu2|3
㡢|man4|3
㡣|long2|3
㡥|yin4|3
㡦|pin1|3
㡧|zheng4|3
㡨|jian1|3
㡩|luan2|3
㡪|nie2|3
㡫|yi4|3
㡭|ji4|3
㡮|ji2|3
㡯|zhai2|3
㡰|yu3|3
㡱|jiu3|3
㡲|huan2|3
㡳|zhi3|3
㡴|la1|3
㡵|ling2|3
㡶|zhi3|3
㡷|ben3|3
㡸|zha4|3
㡹|ju1|3
㡺|dan4|3
㡻|liao4|3
㡼|yi4|3
㡽|zhao4|3
㡾|xian4|3
㡿|chi4|3
㢀|ci4|3
㢁|chi3|3
㢂|yan3|3
㢃|lang2|3
㢄|dou4|3
㢅|long4|3
㢆|chan2|3
㢈|tui2|3
㢉|cha2|3
㢊|ai3|3
㢋|chi3|3
㢍|ying3|3
㢎|zhe2|3
㢏|tou2|3
㢑|tui2|3
㢒|cha2|3
㢓|yao3|3
㢔|zong3|3
㢖|pan1|3
㢗|qiao4|3
㢘|lian2|3
㢙|qin2|3
㢚|lu3|3
㢛|yan4|3
㢜|kang4|3
㢝|su1|3
㢞|yi4|3
㢟|chan1|3
㢠|jiong3|3
㢡|jiang3|3
㢣|jing4|3
㢥|dong4|3
㢧|juan4|3
㢨|han4|3
㢩|di4|3
㢬|hong2|3
㢮|chi2|3
㢯|diao1|3
㢰|bi4|3
㢲|xun4|3
㢳|lu2|3
㢵|xie2|3
㢶|bi4|3
㢸|bi4|3
㢺|xian2|3
㢻|rui4|3
㢼|bie4|3
㢽|er3|3
㢾|juan4|3
㣀|zhen4|3
㣁|bei4|3
㣂|e4|3
㣃|yu3|3
㣄|qu2|3
㣅|zan4|3
㣆|mi2|3
㣇|yi4|3
㣈|si4|3
㣌|shan4|3
㣍|tai2|3
㣎|mu4|3
㣏|jing4|3
㣐|bian4|3
㣑|rong2|3
㣒|ceng4|3
㣓|can4|3
㣔|ding1|3
㣙|di2|3
㣚|tong3|3
㣛|ta4|3
㣜|xing2|3
㣝|song1|3
㣞|duo2|3
㣟|xi4|3
㣠|tao1|3
㣢|ti2|3
㣣|shan4|3
㣤|jian4|3
㣥|zhi4|3
㣦|wei1|3
㣧|yin4|3
㣪|huan3|3
㣫|zhong3|3
㣬|qi4|3
㣭|zong1|3
㣯|xie4|3
㣰|xie4|3
㣱|ze2|3
㣲|wei2|3
㣵|ta4|3
㣶|zhan1|3
㣷|ning4|3
㣻|yi4|3
㣼|ren3|3
㣽|shu4|3
㣾|cha4|3
㣿|zhuo2|3
㤁|mian3|3
㤂|ji2|3
㤃|fang2|3
㤄|pei4|3
㤅|ai4|3
㤆|fan4|3
㤇|ao3|3
㤈|qin4|3
㤉|qia1|3
㤊|xiao4|3
㤋|fen1|3
㤌|gan1|3
㤍|qiao1|3
㤎|ge1|3
㤏|tong2|3
㤐|chan1|3
㤑|you4|3
㤒|gao1|3
㤓|ben4|3
㤔|fu4|3
㤕|chu4|3
㤖|zhu4|3
㤘|zhou4|3
㤚|hang2|3
㤛|nin2|3
㤜|jue2|3
㤝|chong1|3
㤞|cha4|3
㤟|kong3|3
㤠|lie4|3
㤡|li4|3
㤢|yu4|3
㤤|yu2|3
㤥|hai4|3
㤦|li4|3
㤧|hou2|3
㤨|gong3|3
㤩|ke4|3
㤪|yuan4|3
㤫|de2|3
㤬|hui4|3
㤮|guang4|3
㤯|jiong3|3
㤰|zuo4|3
㤱|fu4|3
㤲|qie4|3
